	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
K05879: dihydroxyacetone kinase, C-terminal domain [EC:2.7.1.-]	407	559	315	323	520	350	705	361	460	746	264	582	417	344	305	367	500	678	362	1057	1177	390	425	452	331	652	294	376	250	445	281	485	119	528	762	917	417	481
K05878: dihydroxyacetone kinase, N-terminal domain [EC:2.7.1.-]	407	465	314	324	508	345	704	336	457	745	264	538	412	330	298	367	474	678	362	1055	1176	336	416	423	324	636	293	376	236	436	270	460	117	454	762	915	414	481
K05875: methyl-accepting chemotaxis protein II, aspartate sensor receptor	0	24	9	73	1	0	20	15	0	85	0	16	27	72	3	101	1	0	188	1	0	0	68	0	10	48	114	241	10	47	5	35	27	1	50	0	356	352
K05874: methyl-accepting chemotaxis protein I, serine sensor receptor	1	24	10	74	5	2	25	15	0	90	0	17	27	72	3	106	1	0	188	3	0	0	79	2	14	51	114	241	12	49	18	35	27	3	53	2	371	364
K05877: methyl-accepting chemotaxis protein IV, peptide sensor receptor	0	24	8	73	0	0	17	15	0	85	0	16	27	72	3	93	1	0	188	1	0	0	63	0	9	48	114	241	10	46	1	34	26	1	50	0	350	351
K05876: methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	21	1	0	0	1	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	193	35
K05873: adenylate cyclase, class 2 [EC:4.6.1.1]	0	4	3	76	1	0	18	8	0	85	8	5	27	72	6	67	0	9	188	948	17	17	63	0	9	31	102	238	14	29	2	34	30	1	43	0	58	289
K00579: tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00578: tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00577: tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00575: chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	363	302	112	116	234	298	436	153	344	450	224	290	418	167	320	285	205	566	200	1959	691	196	349	206	269	358	188	436	59	244	116	389	226	210	265	237	468	457
K00574: cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	326	91	102	128	171	152	329	74	198	616	114	209	319	169	130	160	164	361	200	56	584	83	207	151	127	288	165	275	210	217	161	216	121	252	160	243	242	397
K00573: protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	124	75	19	84	21	2	32	25	16	89	26	46	237	72	22	105	8	152	191	9	274	44	102	22	20	147	132	246	94	54	29	35	29	7	55	18	365	396
K00571: site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	430	700	407	97	390	529	665	277	525	1117	398	823	300	277	441	613	480	735	94	167	481	342	368	552	430	288	186	95	109	729	461	1331	338	662	667	927	156	145
K00570: phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K01118: FMN-dependent NADH-azoreductase [EC:1.7.-.-]	107	153	67	101	50	48	171	71	43	141	34	157	62	121	50	165	55	50	200	28	50	107	155	88	75	128	144	254	122	105	79	90	247	128	90	32	537	456
K01119: 2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	351	558	544	610	601	343	375	607	432	461	421	386	473	561	516	505	505	308	696	1245	266	452	514	494	397	425	557	434	725	559	546	633	470	478	428	372	613	562
K01157: None	1	0	2	0	0	2	3	0	0	0	2	28	0	16	0	0	3	0	0	6	0	0	2	0	2	0	2	0	14	0	0	3	12	0	0	0	3	1
K01112: None	0	10	4	73	0	0	17	11	0	85	0	9	27	72	3	84	0	0	188	0	0	0	68	0	9	26	107	200	10	36	1	34	26	1	48	2	156	317
K01113: phosphodiesterase/alkaline phosphatase D [EC:3.1.4.1] or alkaline phosphatase D [EC:3.1.3.1]	139	306	37	105	5	68	35	60	37	31	24	31	339	123	20	98	163	131	12	8	240	128	20	21	41	81	82	13	424	174	68	79	171	105	53	6	16	27
K04477: putative hydrolase	649	800	631	499	812	812	1207	581	895	1718	621	1006	511	448	632	915	683	884	476	220	1112	548	656	635	809	690	456	491	331	995	896	1421	303	1009	1158	1320	600	489
K01114: phospholipase C [EC:3.1.4.3]	1	0	2	1	8	5	21	2	2	5	1	6	0	1	2	2	0	0	2	4	2	4	42	3	13	4	0	1	4	4	31	2	11	7	15	6	30	16
K01115: phospholipase D [EC:3.1.4.4]	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K08087: fimbrial protein FimW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
K01315: plasminogen [EC:3.4.21.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08085: type IV fimbrial biogenesis protein FimU	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08084: type IV fimbrial biogenesis protein FimT	1	0	1	0	3	2	5	2	1	9	0	1	0	0	0	1	0	0	0	1	0	1	10	2	4	4	1	0	2	2	11	0	1	2	10	2	8	7
K08083: two-component system, LytT family, response regulator AlgR	0	0	0	0	1	1	3	2	1	3	0	1	0	0	0	1	0	0	0	1	0	1	1	1	6	2	0	0	2	1	2	0	0	2	4	1	6	1
K08082: two-component system, LytT family, sensor histidine kinase AlgZ [EC:2.7.13.3]	1	0	1	0	1	1	3	0	0	6	0	1	0	0	0	1	0	0	0	1	0	1	4	1	4	3	0	0	2	1	6	0	0	2	5	1	6	6
K08081: tropine dehydrogenase [EC:1.1.1.206]	2	1	1	1	1	0	0	3	2	8	0	2	0	0	0	1	7	0	0	0	2	1	1	1	1	1	0	0	9	2	0	2	0	20	0	0	0	0
K08080: CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01152: type I restriction enzyme [EC:3.1.21.3]	97	13	8	7	11	0	0	5	22	0	16	0	25	1	9	7	32	13	2	3	11	9	7	1	0	13	6	4	0	0	4	0	1	36	0	7	4	2
K01401: aureolysin [EC:3.4.24.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09826: Fur family transcriptional regulator, iron response regulator	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	1	0	0	0	1	2	0	0	0	0	2	1	7
K06344: spore coat protein Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K06345: spore cortex protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09822: hypothetical protein	105	18	0	0	0	0	0	0	3	0	0	0	209	0	7	4	0	100	2	0	237	14	0	0	0	65	0	4	0	0	0	0	0	0	0	1	1	18
K06343: spore coat protein Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10938: accessory colonization factor AcfC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
K06341: spore coat protein W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10934: toxin co-regulated pilus biosynthesis protein E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10935: toxin co-regulated pilus biosynthesis protein F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10932: toxin co-regulated pilus biosynthesis outer membrane protein C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11052: CylE protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10930: toxin co-regulated pilin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06349: KinB signaling pathway activation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
K11053: CylF protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10754: replication factor C subunit 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01755: argininosuccinate lyase [EC:4.3.2.1]	1201	1261	1251	860	1125	1639	1504	1042	1248	1572	1276	1585	1219	957	1181	1321	1343	1495	773	1341	1448	1110	1146	1166	1449	1161	909	1049	1056	1340	1318	1518	1943	1492	1331	1746	768	868
K10200: N-acetylglucosamine transport system substrate-binding protein	252	508	221	63	260	367	614	224	399	824	222	649	184	204	300	425	368	461	56	93	265	282	156	506	251	215	125	101	80	462	309	624	205	706	352	585	71	87
K02132: F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02137: F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03840: flavodoxin II	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	2	0	0	63	0	9	48	114	241	90	46	2	34	26	1	50	0	350	351
K03841: fructose-1,6-bisphosphatase I [EC:3.1.3.11]	31	57	55	88	27	86	84	58	5	91	108	73	80	98	74	158	85	52	196	28	58	44	153	44	52	114	158	260	123	52	72	35	298	38	74	58	399	398
K13028: aldoxime dehydratase [EC:4.99.1.5]	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
K13799: pantoate ligase / cytidylate kinase [EC:6.3.2.1 2.7.4.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13798: DNA-directed RNA polymerase subunit B [EC:2.7.7.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13795: citrate/tricarballylate utilization protein	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	80	0	4	0	0	0	3	0	1	1
K13794: LysR family transcriptional regulator, regulatory protein for tcuABC	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	80	0	4	0	0	0	3	0	1	1
K13021: MFS transporter, ACS family, tartrate transporter	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	1	0	5	0	0	0	0	1	1	4
K13792: secreted effector OspG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13791: invasion plasmid antigen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13790: virulence protein IcsB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12268: accessory secretory protein Asp1	15	1	2	0	0	12	1	0	19	27	5	20	10	3	16	2	0	2	2	6	5	5	0	26	2	1	5	0	0	0	4	1	26	0	1	0	6	4
K12269: accessory secretory protein Asp2	0	1	2	0	0	3	1	0	0	3	12	0	0	1	1	2	0	0	2	7	0	0	0	0	2	1	0	6	0	0	0	1	26	0	1	0	16	4
K12262: cytochrome b561	130	22	6	7	17	2	13	7	2	5	1	10	13	0	0	24	1	28	1	4	1	1	44	3	8	28	7	41	84	13	24	1	2	4	8	34	208	51
K12263: cytochrome c551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
K12264: anaerobic nitric oxide reductase flavorubredoxin	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	193	35
K12265: nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	193	35
K12266: anaerobic nitric oxide reductase transcription regulator	0	14	4	0	0	0	0	6	1	0	0	7	0	0	0	13	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	194	35
K12267: peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	1125	1092	1035	797	1059	813	864	956	1167	772	1099	1103	1139	928	1138	839	1315	1148	634	1541	1396	1196	964	910	957	1226	990	1056	1376	970	938	1017	841	975	768	597	391	462
K01757: strictosidine synthase [EC:4.3.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12237: nonribosomal peptide synthetase VibF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13243: c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13245: c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13244: c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	0	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	187	32
K13246: c-di-GMP phosphodiesterase [EC:3.1.4.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03264: translation initiation factor eIF-6 or translation initiation factor 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03265: peptide chain release factor eRF subunit 1 or peptide chain release factor subunit 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03263: translation initiation factor 5A or translation initiation factor eIF-5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03268: benzene 1,2-dioxygenase [EC:1.14.12.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03269: UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.-]	558	598	594	698	612	358	297	660	515	332	582	383	751	533	568	493	618	449	696	321	531	656	564	463	321	580	631	741	727	476	654	503	553	548	509	420	506	557
K12415: competence-stimulating peptide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10211: 4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
K09918: hypothetical protein	0	14	4	0	0	0	1	6	1	0	0	7	0	0	0	17	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	194	35
K09919: hypothetical protein	0	0	1	0	2	1	6	2	1	2	0	1	0	0	0	5	0	0	0	1	0	0	12	1	7	3	0	0	2	1	10	0	1	2	2	3	7	8
K06720: L-ectoine synthase [EC:4.2.1.108]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
K09913: hypothetical protein	1	14	5	0	2	1	7	6	2	5	0	37	0	18	5	18	1	4	0	3	1	2	8	1	4	23	7	41	81	12	9	1	14	3	9	2	248	41
K09910: hypothetical protein	0	24	10	73	0	0	19	15	0	86	0	23	28	81	11	123	2	0	195	5	1	0	84	6	10	50	119	242	90	47	2	35	41	2	59	0	380	351
K09911: hypothetical protein	0	24	10	73	0	0	19	15	0	86	0	23	28	84	12	123	2	1	195	5	1	0	84	6	10	50	120	242	90	47	2	35	41	2	59	0	380	351
K09916: hypothetical protein	0	24	8	73	0	0	18	17	1	88	0	16	27	72	3	97	1	0	188	2	0	0	63	0	9	48	115	241	90	46	2	34	26	1	54	0	350	351
K09917: hypothetical protein	0	24	10	73	0	0	19	15	0	86	0	23	28	81	11	123	2	0	195	5	1	0	84	6	10	50	119	242	90	47	2	35	41	2	59	0	380	351
K06726: D-ribose pyranase [EC:5.-.-.-]	52	280	52	99	170	111	231	99	104	531	62	243	72	156	86	214	191	168	228	37	304	76	160	143	125	217	150	259	131	242	126	369	89	224	112	174	392	399
K09915: hypothetical protein	105	32	6	0	2	1	5	6	4	2	0	8	209	0	7	18	1	100	2	3	237	14	8	1	4	88	7	44	81	11	8	1	1	2	4	3	200	56
K11535: nucleoside transport protein	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	2	0	0	63	0	9	48	114	241	90	46	2	34	26	1	50	0	351	355
K11534: DeoR family transcriptional regulator, deoxyribose operon repressor	22	120	16	77	16	18	28	46	7	94	7	73	35	74	12	101	35	7	188	5	3	58	78	56	20	67	121	242	152	59	15	62	28	98	51	4	356	358
K11537: MFS transporter, NHS family, xanthosine permease	408	493	531	645	581	262	134	591	429	323	235	245	483	487	320	418	402	290	684	112	246	498	467	342	278	409	549	349	684	469	462	257	278	467	432	358	455	495
K11531: lsr operon transcriptional repressor	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	187	35
K11533: fatty acid synthase, bacteria type [EC:2.3.1.-]	6	5	10	1	1	30	5	1	7	19	2	28	4	0	1	0	3	0	2	7	4	1	0	3	2	1	0	14	8	0	2	0	2	0	0	0	10	2
K11532: fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11249: cysteine/O-acetylserine efflux protein	38	52	71	24	111	224	209	59	81	232	67	119	41	64	76	153	115	170	8	20	334	40	95	91	415	208	25	66	66	166	58	45	27	55	329	342	193	65
K11539: carbonyl reductase 4 [EC:1.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00762: orotate phosphoribosyltransferase [EC:2.4.2.10]	1565	1603	1394	912	1304	1689	1934	1204	1562	2300	1422	2005	1315	1125	1444	1678	1584	1887	826	621	1624	1270	1186	1627	1585	1288	1001	1050	1113	1754	1470	1862	1263	2040	1602	2171	796	836
K00763: nicotinate phosphoribosyltransferase [EC:2.4.2.11]	885	985	903	471	778	1193	1338	689	997	1429	947	1323	694	802	962	1019	1042	1150	525	1341	1027	670	802	974	1290	787	666	615	954	1208	755	1209	914	1092	1081	1330	656	739
K00760: hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	1164	1162	1070	825	1037	1145	1176	975	1154	1195	1018	1273	1086	897	1098	1207	1067	1374	771	1459	1335	1038	962	1083	1259	1040	855	952	1007	1251	998	1135	692	1141	1266	1316	796	719
K00761: uracil phosphoribosyltransferase [EC:2.4.2.9]	1117	1277	1196	892	1161	1318	1325	1059	1286	1593	1163	1409	949	942	1170	1256	1197	1342	859	1491	1198	1105	1058	1179	1317	1048	883	1020	1024	1366	1206	1520	976	1397	1112	1254	805	735
K00766: anthranilate phosphoribosyltransferase [EC:2.4.2.18]	905	1107	1008	731	1007	1064	937	929	1087	1396	791	1144	964	665	900	989	996	1209	569	285	1230	956	866	808	1109	871	644	651	750	1225	1132	1421	676	1247	989	895	271	310
K00767: nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	899	1090	989	798	927	853	861	904	1082	1314	797	1091	798	692	783	1013	866	994	753	345	757	958	857	728	832	699	766	860	895	1104	1047	1438	457	1214	1238	1310	640	604
K00764: amidophosphoribosyltransferase [EC:2.4.2.14]	1599	1874	1894	1528	1819	1718	1728	1706	1848	2169	1582	1897	1663	1429	1599	1605	1719	1879	1286	1648	1779	1802	1580	1632	1674	1555	1420	1545	1662	1976	1997	2278	1263	2172	1876	2125	883	888
K00765: ATP phosphoribosyltransferase [EC:2.4.2.17]	1080	1191	1061	838	1072	1169	1092	970	1191	1542	925	1257	1105	756	955	1172	1061	1322	760	1251	1321	1039	996	874	1153	988	822	982	863	1310	1157	1479	734	1302	1284	1431	646	703
K00768: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	688	1028	858	577	866	1121	1058	755	1002	1435	665	1167	730	760	822	982	791	1121	447	250	977	659	732	943	1118	606	515	216	860	1224	941	1327	613	1136	801	1066	305	169
K00769: xanthine phosphoribosyltransferase [EC:2.4.2.22]	2	29	16	80	5	1	21	23	4	86	4	23	28	81	12	126	8	6	195	6	4	10	94	11	10	52	137	242	90	50	6	35	41	4	59	4	380	352
K11059: probable enterotoxin A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00186: 2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00187: 2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00184: molybdopterin oxidoreductase, iron-sulfur binding subunit [EC:1.2.7.-]	157	83	253	30	74	276	180	54	38	0	250	166	267	47	152	77	196	272	7	66	285	111	118	95	117	169	105	68	196	25	140	30	771	120	22	177	35	138
K00185: molybdopterin oxidoreductase, membrane subunit [EC:1.2.7.-]	129	58	90	22	48	92	68	25	15	0	97	64	228	17	64	31	71	181	5	25	277	80	61	41	39	136	54	25	65	21	58	25	257	42	10	76	12	62
K00183: molybdopterin oxidoreductase, molybdopterin binding subunit [EC:1.2.7.-]	30	33	170	16	32	184	114	37	20	0	163	102	38	30	92	48	132	96	2	44	28	58	64	59	78	59	69	42	130	7	86	5	514	81	14	104	23	76
K00180: indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	787	858	739	680	853	520	459	837	808	656	521	640	607	535	536	522	740	912	511	176	695	892	719	592	399	671	628	494	770	719	647	683	375	907	572	720	228	204
K00188: 2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00189: 2-oxoisovalerate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10110: maltose/maltodextrin transport system permease protein	143	522	157	37	241	270	390	168	287	789	213	527	165	144	293	503	301	168	83	74	230	137	151	201	263	153	101	108	236	429	279	1116	103	311	279	311	387	128
K10111: maltose/maltodextrin transport system ATP-binding protein [EC:3.6.3.19]	1	14	7	2	4	1	10	4	0	4	1	9	0	0	0	15	1	0	1	5	1	1	20	2	8	25	7	42	162	13	13	1	3	4	5	5	206	44
K10112: maltose/maltodextrin transport system ATP-binding protein	670	804	579	143	725	1094	1307	431	884	1715	617	1118	405	478	715	963	779	1234	111	1181	1432	403	577	846	1368	787	253	321	287	1145	636	1332	440	975	716	996	435	292
K10113: maltooligosaccharide transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10114: maltooligosaccharide transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10115: maltooligosaccharide transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10116: maltooligosaccharide transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K10117: multiple sugar transport system substrate-binding protein	456	507	438	93	483	664	873	289	620	1104	408	779	257	237	543	647	577	944	61	129	917	295	403	499	750	498	167	166	183	804	437	739	129	756	483	582	93	151
K10118: multiple sugar transport system permease protein	584	1230	494	126	791	852	1185	537	805	1393	510	1220	327	333	709	772	962	1296	68	174	1476	696	588	896	955	905	218	182	208	1056	541	969	158	1338	575	755	98	186
K10119: multiple sugar transport system permease protein	598	900	546	126	752	838	1141	483	835	1593	517	1157	332	356	709	778	897	1525	68	1126	1495	506	553	780	926	837	211	273	200	1144	519	1116	189	1157	565	699	146	188
